,항목명,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,당기 1분기 3개월
0,수익(매출액),[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,"7,840,010,949,000"
1,매출원가,[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,"5,769,419,176,000"
2,매출총이익,[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,"2,070,591,773,000"
3,판매비와관리비,[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,"1,806,327,493,000"
4,영업이익,[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,"264,264,280,000"
5,금융수익,[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,"199,159,920,000"
6,금융비용,[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,"402,557,296,000"
7,공동기업 및 관계기업투자주식에 대한 지분법손익,[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00148540,"13,080,447,000"
8,기타영업외수익,[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,"594,602,505,000"
9,기타영업외비용,[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,"143,803,329,000"
10,법인세비용차감전순이익,[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,"524,746,527,000"
11,법인세비용(수익),[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,"161,451,801,000"
12,당기순이익,[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,"363,294,726,000"
13,당기순이익의 귀속,[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToAbstract,nan
14,   지배기업의 소유주,[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,"152,375,577,000"
15,   비지배지분,[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,"210,919,149,000"
16,주당순이익,[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,nan
